"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
0,2017-10-21,"Mercer (GA)","Furman (SC)",21,28,0
0,2017-11-04,"Mercer (GA)","Samford (AL)",3,20,1
1,2017-11-11,"Mercer (GA)","Western Carolina (NC)",35,33,0
0,2017-11-18,"Mercer (GA)","Alabama",0,56,0
1,2017-08-31,"Samford (AL)","Kennesaw St. (GA)",28,23,1
0,2017-09-16,"Samford (AL)","Georgia",14,42,0
0,2017-09-23,"Samford (AL)","Western Carolina (NC)",34,38,0
1,2017-09-30,"Samford (AL)","Citadel (SC)",35,14,1
1,2017-10-07,"Samford (AL)","Virginia Military Institute",26,7,0
1,2017-10-21,"Samford (AL)","Wofford (SC)",24,21,0
0,2017-10-28,"Samford (AL)","Tennessee-Chattanooga",21,23,1
1,2017-11-04,"Samford (AL)","Mercer (GA)",20,3,0
1,2017-11-11,"Samford (AL)","East Tennessee St.",42,7,1
1,2017-11-18,"Samford (AL)","Furman (SC)",26,20,1
0,2017-11-25,"Samford (AL)","Kennesaw St. (GA)",17,28,0
1,2017-09-09,"Citadel (SC)","Presbyterian (SC)",48,7,0
1,2017-09-16,"Citadel (SC)","East Tennessee St.",31,25,0
0,2017-09-30,"Citadel (SC)","Samford (AL)",14,35,0
0,2017-10-07,"Citadel (SC)","Mercer (GA)",14,24,1
0,2017-10-14,"Citadel (SC)","Wofford (SC)",16,20,1
1,2017-10-21,"Citadel (SC)","Tennessee-Chattanooga",20,14,0
1,2017-10-28,"Citadel (SC)","Virginia Military Institute",21,3,1
0,2017-11-04,"Citadel (SC)","Western Carolina (NC)",19,31,1
0,2017-11-11,"Citadel (SC)","Furman (SC)",20,56,0
0,2017-11-18,"Citadel (SC)","Clemson (SC)",3,61,0
0,2017-09-02,"Virginia Military Institute","Air Force (CO)",0,62,0
0,2017-09-16,"Virginia Military Institute","Robert Morris (PA)",0,23,0
0,2017-09-23,"Virginia Military Institute","Tennessee-Chattanooga",7,63,1
0,2017-09-30,"Virginia Military Institute","Mercer (GA)",14,49,0
0,2017-10-07,"Virginia Military Institute","Samford (AL)",7,26,1
0,2017-10-14,"Virginia Military Institute","Furman (SC)",10,42,0
0,2017-10-21,"Virginia Military Institute","Western Carolina (NC)",7,26,1
0,2017-10-28,"Virginia Military Institute","Citadel (SC)",3,21,0
0,2017-11-04,"Virginia Military Institute","East Tennessee St.",6,24,0
0,2017-11-11,"Virginia Military Institute","Wofford (SC)",14,45,1
1,2017-09-02,"Wofford (SC)","Furman (SC)",24,23,1
1,2017-09-09,"Wofford (SC)","Mercer (GA)",28,27,0
1,2017-09-23,"Wofford (SC)","Gardner-Webb (NC)",27,24,1
1,2017-09-30,"Wofford (SC)","Presbyterian (SC)",31,7,0
1,2017-10-07,"Wofford (SC)","Western Carolina (NC)",35,28,1
1,2017-10-14,"Wofford (SC)","Citadel (SC)",20,16,0
0,2017-10-21,"Wofford (SC)","Samford (AL)",21,24,1
1,2017-10-28,"Wofford (SC)","East Tennessee St.",31,24,0
1,2017-11-04,"Wofford (SC)","Tennessee-Chattanooga",24,21,1
1,2017-11-11,"Wofford (SC)","Virginia Military Institute",45,14,0
0,2017-11-18,"Wofford (SC)","South Carolina",10,31,0
1,2017-12-02,"Wofford (SC)","Furman (SC)",28,10,1
0,2017-12-09,"Wofford (SC)","North Dakota St.",10,42,0
0,2017-09-02,"Western Carolina (NC)","Hawaii",18,41,0
1,2017-09-09,"Western Carolina (NC)","Davidson (NC)",63,17,1
1,2017-09-16,"Western Carolina (NC)","Gardner-Webb (NC)",42,27,0
1,2017-09-23,"Western Carolina (NC)","Samford (AL)",38,34,1
1,2017-09-30,"Western Carolina (NC)","Tennessee-Chattanooga",45,7,0
0,2017-10-07,"Western Carolina (NC)","Wofford (SC)",28,35,0
1,2017-10-14,"Western Carolina (NC)","East Tennessee St.",49,10,1
1,2017-10-21,"Western Carolina (NC)","Virginia Military Institute",26,7,0
0,2017-10-28,"Western Carolina (NC)","Furman (SC)",6,28,1
1,2017-11-04,"Western Carolina (NC)","Citadel (SC)",31,19,0
0,2017-11-11,"Western Carolina (NC)","Mercer (GA)",33,35,1
0,2017-11-18,"Western Carolina (NC)","North Carolina",10,65,0
0,2017-09-02,"Abilene Christian (TX)","New Mexico",14,38,0
0,2017-09-09,"Abilene Christian (TX)","Colorado St.",10,38,0
1,2017-09-16,"Abilene Christian (TX)","Houston Baptist (TX)",24,3,1
0,2017-09-23,"Abilene Christian (TX)","Stephen F. Austin (TX)",10,20,1
1,2017-09-30,"Abilene Christian (TX)","Incarnate Word (TX)",45,20,0
0,2017-10-07,"Abilene Christian (TX)","McNeese St. (LA)",7,13,1
0,2017-10-14,"Abilene Christian (TX)","Nicholls St. (LA)",20,29,0
0,2017-10-21,"Abilene Christian (TX)","Southeastern Louisiana",21,56,1
0,2017-11-04,"Abilene Christian (TX)","Northwestern St. (LA)",23,26,0
0,2017-11-11,"Abilene Christian (TX)","Sam Houston St. (TX)",35,44,1
0,2017-11-18,"Abilene Christian (TX)","Central Arkansas",0,34,0
0,2017-09-02,"Central Arkansas","Kansas St.",19,55,0
1,2017-09-09,"Central Arkansas","Murray St. (KY)",41,13,0
1,2017-09-16,"Central Arkansas","Southeastern Louisiana",38,6,1
1,2017-09-30,"Central Arkansas","Sam Houston St. (TX)",41,30,1
1,2017-10-07,"Central Arkansas","Houston Baptist (TX)",27,7,0
1,2017-10-14,"Central Arkansas","Stephen F. Austin (TX)",24,20,1
1,2017-10-21,"Central Arkansas","Northwestern St. (LA)",45,17,0
1,2017-10-28,"Central Arkansas","McNeese St. (LA)",47,17,1
1,2017-11-04,"Central Arkansas","Lamar (TX)",42,14,0
1,2017-11-11,"Central Arkansas","Incarnate Word (TX)",56,10,0
1,2017-11-18,"Central Arkansas","Abilene Christian (TX)",34,0,1
0,2017-12-02,"Central Arkansas","New Hampshire",15,21,1
0,2017-09-02,"Houston Baptist (TX)","Texas St.",11,20,0
1,2017-09-07,"Houston Baptist (TX)","Texas Southern",24,17,0
0,2017-09-16,"Houston Baptist (TX)","Abilene Christian (TX)",3,24,0
0,2017-09-23,"Houston Baptist (TX)","McNeese St. (LA)",12,27,0
0,2017-10-07,"Houston Baptist (TX)","Central Arkansas",7,27,1
0,2017-10-14,"Houston Baptist (TX)","Southeastern Louisiana",10,56,1
0,2017-10-21,"Houston Baptist (TX)","Stephen F. Austin (TX)",10,27,0
0,2017-10-28,"Houston Baptist (TX)","Northwestern St. (LA)",7,10,1
0,2017-11-04,"Houston Baptist (TX)","Nicholls St. (LA)",17,23,0
0,2017-11-11,"Houston Baptist (TX)","Lamar (TX)",16,23,1
0,2017-11-18,"Houston Baptist (TX)","Sam Houston St. (TX)",33,53,0
0,2017-09-02,"Incarnate Word (TX)","Fresno St. (CA)",0,66,0
0,2017-09-09,"Incarnate Word (TX)","Cal St.-Sacramento",22,56,0
0,2017-09-16,"Incarnate Word (TX)","Stephen F. Austin (TX)",31,37,0
0,2017-09-30,"Incarnate Word (TX)","Abilene Christian (TX)",20,45,1
0,2017-10-07,"Incarnate Word (TX)","Southeastern Louisiana",30,49,0
1,2017-10-14,"Incarnate Word (TX)","Lamar (TX)",33,24,1
0,2017-10-21,"Incarnate Word (TX)","McNeese St. (LA)",7,55,0
0,2017-10-28,"Incarnate Word (TX)","Nicholls St. (LA)",31,38,1
0,2017-11-04,"Incarnate Word (TX)","Sam Houston St. (TX)",20,57,0
0,2017-11-11,"Incarnate Word (TX)","Central Arkansas",10,56,1
0,2017-11-16,"Incarnate Word (TX)","Prairie View A&M (TX)",28,42,1
0,2017-09-02,"Lamar (TX)","North Texas",14,59,0
0,2017-09-16,"Lamar (TX)","Northwestern St. (LA)",28,35,0
0,2017-09-23,"Lamar (TX)","Southeastern Louisiana",21,49,0
0,2017-09-30,"Lamar (TX)","Nicholls St. (LA)",14,41,1
0,2017-10-14,"Lamar (TX)","Incarnate Word (TX)",24,33,0
0,2017-10-21,"Lamar (TX)","Sam Houston St. (TX)",27,63,0
0,2017-10-28,"Lamar (TX)","Stephen F. Austin (TX)",7,34,1
0,2017-11-04,"Lamar (TX)","Central Arkansas",14,42,1
1,2017-11-11,"Lamar (TX)","Houston Baptist (TX)",23,16,0
0,2017-11-18,"Lamar (TX)","McNeese St. (LA)",3,13,1
1,2017-08-31,"Nicholls St. (LA)","McNeese St. (LA)",37,35,1
0,2017-09-09,"Nicholls St. (LA)","Texas A&M",14,24,0
1,2017-09-16,"Nicholls St. (LA)","Prairie View A&M (TX)",44,13,1
0,2017-09-23,"Nicholls St. (LA)","Sam Houston St. (TX)",17,66,0
1,2017-09-30,"Nicholls St. (LA)","Lamar (TX)",41,14,0
1,2017-10-07,"Nicholls St. (LA)","Northwestern St. (LA)",14,10,1
1,2017-10-14,"Nicholls St. (LA)","Abilene Christian (TX)",29,20,1
1,2017-10-28,"Nicholls St. (LA)","Incarnate Word (TX)",38,31,0
1,2017-11-04,"Nicholls St. (LA)","Houston Baptist (TX)",23,17,1
1,2017-11-11,"Nicholls St. (LA)","Stephen F. Austin (TX)",34,13,0
0,2017-11-16,"Nicholls St. (LA)","Southeastern Louisiana",17,21,0
0,2017-11-25,"Nicholls St. (LA)","South Dakota",31,38,1
0,2017-09-02,"Northwestern St. (LA)","Louisiana Tech",24,52,0
1,2017-09-16,"Northwestern St. (LA)","Lamar (TX)",35,28,1
0,2017-09-30,"Northwestern St. (LA)","Southeastern Louisiana",20,49,1
0,2017-10-07,"Northwestern St. (LA)","Nicholls St. (LA)",10,14,0
0,2017-10-14,"Northwestern St. (LA)","Sam Houston St. (TX)",36,40,0
0,2017-10-21,"Northwestern St. (LA)","Central Arkansas",17,45,1
1,2017-10-28,"Northwestern St. (LA)","Houston Baptist (TX)",10,7,0
1,2017-11-04,"Northwestern St. (LA)","Abilene Christian (TX)",26,23,1
0,2017-11-11,"Northwestern St. (LA)","McNeese St. (LA)",24,44,0
1,2017-11-18,"Northwestern St. (LA)","Stephen F. Austin (TX)",38,21,1
1,2017-09-01,"Sam Houston St. (TX)","Richmond (VA)",48,34,1
1,2017-09-07,"Sam Houston St. (TX)","Prairie View A&M (TX)",44,31,0
1,2017-09-23,"Sam Houston St. (TX)","Nicholls St. (LA)",66,17,1
0,2017-09-30,"Sam Houston St. (TX)","Central Arkansas",30,41,0
1,2017-10-07,"Sam Houston St. (TX)","Stephen F. Austin (TX)",27,16,1
1,2017-10-14,"Sam Houston St. (TX)","Northwestern St. (LA)",40,36,1
1,2017-10-21,"Sam Houston St. (TX)","Lamar (TX)",63,27,1
1,2017-10-28,"Sam Houston St. (TX)","Southeastern Louisiana",33,23,0
1,2017-11-04,"Sam Houston St. (TX)","Incarnate Word (TX)",57,20,1
1,2017-11-11,"Sam Houston St. (TX)","Abilene Christian (TX)",44,35,0
1,2017-11-18,"Sam Houston St. (TX)","Houston Baptist (TX)",53,33,1
1,2017-12-02,"Sam Houston St. (TX)","South Dakota",54,42,1
1,2017-12-09,"Sam Houston St. (TX)","Kennesaw St. (GA)",34,27,1
0,2017-12-15,"Sam Houston St. (TX)","North Dakota St.",13,55,0
0,2017-09-02,"Stephen F. Austin (TX)","Southern Methodist (TX)",14,58,0
0,2017-09-09,"Stephen F. Austin (TX)","Southern Utah",14,51,1
1,2017-09-16,"Stephen F. Austin (TX)","Incarnate Word (TX)",37,31,1
1,2017-09-23,"Stephen F. Austin (TX)","Abilene Christian (TX)",20,10,0
0,2017-09-30,"Stephen F. Austin (TX)","McNeese St. (LA)",0,35,1
0,2017-10-07,"Stephen F. Austin (TX)","Sam Houston St. (TX)",16,27,1
0,2017-10-14,"Stephen F. Austin (TX)","Central Arkansas",20,24,0
1,2017-10-21,"Stephen F. Austin (TX)","Houston Baptist (TX)",27,10,1
1,2017-10-28,"Stephen F. Austin (TX)","Lamar (TX)",34,7,0
0,2017-11-11,"Stephen F. Austin (TX)","Nicholls St. (LA)",13,34,1
0,2017-11-18,"Stephen F. Austin (TX)","Northwestern St. (LA)",21,38,0
0,2017-09-09,"Southeastern Louisiana","Bethune-Cookman (FL)",23,28,1
0,2017-09-16,"Southeastern Louisiana","Central Arkansas",6,38,0
1,2017-09-23,"Southeastern Louisiana","Lamar (TX)",49,21,1
1,2017-09-30,"Southeastern Louisiana","Northwestern St. (LA)",49,20,0
1,2017-10-07,"Southeastern Louisiana","Incarnate Word (TX)",49,30,1
1,2017-10-14,"Southeastern Louisiana","Houston Baptist (TX)",56,10,0
1,2017-10-21,"Southeastern Louisiana","Abilene Christian (TX)",56,21,0
0,2017-10-28,"Southeastern Louisiana","Sam Houston St. (TX)",23,33,1
0,2017-11-04,"Southeastern Louisiana","McNeese St. (LA)",3,13,0
1,2017-11-16,"Southeastern Louisiana","Nicholls St. (LA)",21,17,1
0,2017-09-02,"Alabama A&M","Alabama-Birmingham",7,38,0
0,2017-09-09,"Alabama A&M","Vanderbilt (TN)",0,42,0
0,2017-09-16,"Alabama A&M","South Alabama",0,45,0
1,2017-09-23,"Alabama A&M","Texas Southern",30,13,1
1,2017-09-30,"Alabama A&M","Arkansas-Pine Bluff",27,14,1
0,2017-10-07,"Alabama A&M","Southern (LA)",14,35,0
1,2017-10-14,"Alabama A&M","Mississippi Valley St.",49,14,1
0,2017-10-28,"Alabama A&M","Alabama St.",16,21,1
0,2017-11-04,"Alabama A&M","Alcorn St. (MS)",22,47,0
0,2017-11-11,"Alabama A&M","Jackson St. (MS)",7,10,1
0,2017-09-09,"Alabama St.","Troy (AL)",7,34,0
0,2017-09-16,"Alabama St.","Kennesaw St. (GA)",14,20,1
0,2017-09-23,"Alabama St.","Prairie View A&M (TX)",0,34,1
0,2017-10-05,"Alabama St.","Alcorn St. (MS)",10,24,1
1,2017-10-14,"Alabama St.","Texas Southern",23,16,0
1,2017-10-28,"Alabama St.","Alabama A&M",21,16,1
1,2017-11-04,"Alabama St.","Jackson St. (MS)",13,3,0
1,2017-11-18,"Alabama St.","Mississippi Valley St.",16,10,0
0,2017-09-09,"Arkansas-Pine Bluff","Akron (OH)",3,52,0
0,2017-09-16,"Arkansas-Pine Bluff","Arkansas St.",3,48,0
1,2017-09-23,"Arkansas-Pine Bluff","Jackson St. (MS)",34,27,0
0,2017-09-30,"Arkansas-Pine Bluff","Alabama A&M",14,27,0
0,2017-10-07,"Arkansas-Pine Bluff","Mississippi Valley St.",31,38,1
0,2017-10-28,"Arkansas-Pine Bluff","Southern (LA)",40,47,1
0,2017-11-11,"Arkansas-Pine Bluff","Prairie View A&M (TX)",12,35,0
0,2017-11-18,"Arkansas-Pine Bluff","Texas Southern",10,24,1
0,2017-09-02,"Jackson St. (MS)","Texas Christian",0,63,0
0,2017-09-09,"Jackson St. (MS)","Tennessee St.",15,17,1
0,2017-09-23,"Jackson St. (MS)","Arkansas-Pine Bluff",27,34,1
0,2017-09-30,"Jackson St. (MS)","Prairie View A&M (TX)",9,38,0
0,2017-10-21,"Jackson St. (MS)","Southern (LA)",17,35,1
1,2017-10-28,"Jackson St. (MS)","Mississippi Valley St.",24,5,0
0,2017-11-04,"Jackson St. (MS)","Alabama St.",3,13,1
1,2017-11-11,"Jackson St. (MS)","Alabama A&M",10,7,0
1,2017-11-18,"Jackson St. (MS)","Alcorn St. (MS)",7,3,1
0,2017-09-08,"Alcorn St. (MS)","Florida International",10,17,1
0,2017-09-16,"Alcorn St. (MS)","McNeese St. (LA)",27,34,1
1,2017-09-23,"Alcorn St. (MS)","Southern (LA)",48,31,1
1,2017-09-29,"Alcorn St. (MS)","Texas Southern",24,17,0
1,2017-10-05,"Alcorn St. (MS)","Alabama St.",24,10,0
1,2017-10-14,"Alcorn St. (MS)","Prairie View A&M (TX)",34,21,1
1,2017-11-04,"Alcorn St. (MS)","Alabama A&M",47,22,1
1,2017-11-11,"Alcorn St. (MS)","Mississippi Valley St.",59,0,1
0,2017-11-18,"Alcorn St. (MS)","Jackson St. (MS)",3,7,0
0,2017-09-02,"Mississippi Valley St.","North Dakota St.",7,72,0
0,2017-09-09,"Mississippi Valley St.","Southern Illinois",3,55,0
0,2017-09-30,"Mississippi Valley St.","Charleston Southern (SC)",7,58,0
1,2017-10-07,"Mississippi Valley St.","Arkansas-Pine Bluff",38,31,0
0,2017-10-14,"Mississippi Valley St.","Alabama A&M",14,49,0
0,2017-10-28,"Mississippi Valley St.","Jackson St. (MS)",5,24,1
0,2017-11-04,"Mississippi Valley St.","Texas Southern",21,38,1
0,2017-11-11,"Mississippi Valley St.","Alcorn St. (MS)",0,59,0
0,2017-11-18,"Mississippi Valley St.","Alabama St.",10,16,1
0,2017-09-02,"Grambling St. (LA)","Tulane (LA)",14,43,0
1,2017-09-09,"Grambling St. (LA)","Northwestern St. (LA)",23,10,1
1,2017-09-16,"Grambling St. (LA)","Jackson St. (MS)",36,21,1
1,2017-09-23,"Grambling St. (LA)","Mississippi Valley St.",38,6,0
1,2017-10-07,"Grambling St. (LA)","Prairie View A&M (TX)",34,21,1
1,2017-10-21,"Grambling St. (LA)","Alcorn St. (MS)",41,14,1
1,2017-10-28,"Grambling St. (LA)","Texas Southern",50,24,1
1,2017-11-04,"Grambling St. (LA)","Arkansas-Pine Bluff",31,26,0
1,2017-11-11,"Grambling St. (LA)","Alabama St.",24,7,0
1,2017-11-25,"Grambling St. (LA)","Southern (LA)",30,21,1
1,2017-12-02,"Grambling St. (LA)","Alcorn St. (MS)",40,32,1
0,2017-12-16,"Grambling St. (LA)","North Carolina A&T",14,21,1
0,2017-08-31,"McNeese St. (LA)","Nicholls St. (LA)",35,37,0
1,2017-09-16,"McNeese St. (LA)","Alcorn St. (MS)",34,27,0
1,2017-09-23,"McNeese St. (LA)","Houston Baptist (TX)",27,12,1
1,2017-09-30,"McNeese St. (LA)","Stephen F. Austin (TX)",35,0,0
1,2017-10-07,"McNeese St. (LA)","Abilene Christian (TX)",13,7,0
1,2017-10-21,"McNeese St. (LA)","Incarnate Word (TX)",55,7,1
0,2017-10-28,"McNeese St. (LA)","Central Arkansas",17,47,0
1,2017-11-04,"McNeese St. (LA)","Southeastern Louisiana",13,3,1
1,2017-11-11,"McNeese St. (LA)","Northwestern St. (LA)",44,24,1
1,2017-11-18,"McNeese St. (LA)","Lamar (TX)",13,3,0
0,2017-09-07,"Prairie View A&M (TX)","Sam Houston St. (TX)",31,44,1
0,2017-09-16,"Prairie View A&M (TX)","Nicholls St. (LA)",13,44,0
1,2017-09-23,"Prairie View A&M (TX)","Alabama St.",34,0,0
1,2017-09-30,"Prairie View A&M (TX)","Jackson St. (MS)",38,9,1
0,2017-10-14,"Prairie View A&M (TX)","Alcorn St. (MS)",21,34,0
0,2017-11-04,"Prairie View A&M (TX)","Southern (LA)",31,37,0
1,2017-11-11,"Prairie View A&M (TX)","Arkansas-Pine Bluff",35,12,1
1,2017-11-16,"Prairie View A&M (TX)","Incarnate Word (TX)",42,28,0
1,2017-11-25,"Prairie View A&M (TX)","Texas Southern",30,16,0
0,2017-08-26,"Texas Southern","Florida A&M",7,29,0
0,2017-09-07,"Texas Southern","Houston Baptist (TX)",17,24,1
0,2017-09-23,"Texas Southern","Alabama A&M",13,30,0
0,2017-09-29,"Texas Southern","Alcorn St. (MS)",17,24,1
0,2017-10-07,"Texas Southern","Kennesaw St. (GA)",3,48,0
0,2017-10-14,"Texas Southern","Alabama St.",16,23,1
1,2017-11-04,"Texas Southern","Mississippi Valley St.",38,21,0
0,2017-11-11,"Texas Southern","Southern (LA)",7,33,1
1,2017-11-18,"Texas Southern","Arkansas-Pine Bluff",24,10,1
0,2017-11-25,"Texas Southern","Prairie View A&M (TX)",16,30,1
1,2017-09-03,"Southern (LA)","South Carolina St.",14,8,1
0,2017-09-09,"Southern (LA)","Southern Mississippi",0,45,0
0,2017-09-16,"Southern (LA)","Texas-San Antonio",17,51,0
0,2017-09-23,"Southern (LA)","Alcorn St. (MS)",31,48,0
1,2017-10-07,"Southern (LA)","Alabama A&M",35,14,1
1,2017-10-21,"Southern (LA)","Jackson St. (MS)",35,17,0
1,2017-10-28,"Southern (LA)","Arkansas-Pine Bluff",47,40,1
1,2017-11-04,"Southern (LA)","Prairie View A&M (TX)",37,31,1
1,2017-11-11,"Southern (LA)","Texas Southern",33,7,0
